name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt
2003 Audi A4 Convertible,3500,"195,000",0,https://www.craigslist.org/view/d/burnaby-2003-audi-a4-convertible/4aymRwR1bi3GRSs6CX5YTn,excellent,gas,grey,clean,automatic,,6 cylinders,,Burnaby,,
Mercedes E300 Silver 2009,4500,"249,000",0,https://www.craigslist.org/view/d/surrey-east-mercedes-e300-silver-2009/bVYJodE5Z6qf9GZB4Anqiy,excellent,gas,silver,clean,automatic,,,,Surrey,,
Mercedes E300 Silver 2009,6000,"249,000",0,https://www.craigslist.org/view/d/surrey-east-mercedes-e300-silver-2009/tr87w21NrMjWETyZPXccvo,excellent,gas,silver,clean,automatic,,,,Surrey,,
2018 Ford Transit 15 Passenger Van,49950,"27,581",0,https://www.craigslist.org/view/d/maple-ridge-2018-ford-transit-15/99Bit91J4WAmRjqa3iPQxA,excellent,gas,white,clean,automatic,van,6 cylinders,rwd,Maple Ridge,,
2019 Ram ProMaster 1500 3 Passenger Cargo van,29950,"109,972",0,https://www.craigslist.org/view/d/maple-ridge-2019-ram-promaster/uPZmvDYjTzH1hsgSJLBc4e,excellent,gas,white,clean,automatic,van,6 cylinders,fwd,Maple Ridge,,
2014 Dodge Journey R/T AWD,7950,"177,193",0,https://www.craigslist.org/view/d/maple-ridge-2014-dodge-journey-t-awd/5kuN6fkGAuR7Djh7Ci9LtW,good,gas,white,clean,automatic,SUV,6 cylinders,4wd,Maple Ridge,,
2017 Ford Transit Connect XL,25950,"80,129",0,https://www.craigslist.org/view/d/maple-ridge-2017-ford-transit-connect-xl/wFRtU1HYLpmTwaozd3nDTL,excellent,gas,white,clean,automatic,van,4 cylinders,fwd,Maple Ridge,,
2017 Ford Escape SE 4WD,13950,"120,680",0,https://www.craigslist.org/view/d/maple-ridge-2017-ford-escape-se-4wd/6zFbf1C4JqPCxbci3dghq4,excellent,gas,grey,clean,automatic,SUV,4 cylinders,4wd,Maple Ridge,,
2017 Dodge Grand Caravan/ Ram Tradesmen C/V,15950,"118,052",0,https://www.craigslist.org/view/d/maple-ridge-2017-dodge-grand-caravan/1EYWDCrBMdAmUFDV8a2ChG,good,gas,white,clean,automatic,minivan,6 cylinders,fwd,Maple Ridge,,
2016 Chevrolet Colorado Sport 4 door extended cab 4X4,24950,"132,695",0,https://www.craigslist.org/view/d/maple-ridge-2016-chevrolet-colorado/c4qahMJS8uuDaVSuhX8XrP,excellent,gas,white,clean,automatic,pickup,6 cylinders,4wd,Maple Ridge,,
2017 GMC Savana 2500 Cargo Van,21950,"147,583",0,https://www.craigslist.org/view/d/maple-ridge-2017-gmc-savana-2500-cargo/79cDxzJbBQXveTN5tX1TPp,good,gas,white,clean,automatic,truck,8 cylinders,rwd,Maple Ridge,,
2018 Ford Transit T-350 Reefer Van,34950,"159,060",0,https://www.craigslist.org/view/d/maple-ridge-2018-ford-transit-350/gL3dk9Fjo8qjVFRAEafFto,good,gas,white,clean,automatic,van,6 cylinders,rwd,Maple Ridge,,
2019 Morgan Olson Workhorse 14 Foot Reefer Step Van,39950,"107,363",0,https://www.craigslist.org/view/d/maple-ridge-2019-morgan-olson-workhorse/3nJBKU6ZBps4q3frAWPKa4,excellent,diesel,white,clean,automatic,van,6 cylinders,rwd,Maple Ridge,,
"2014 Kia Sorento LX – Excellent Condition – New Engine – 170,000 Km -",8900,"170,000",0,https://www.craigslist.org/view/d/port-moody-2014-kia-sorento-lx/mjoPDopdv1pP2faRAR8Xmh,excellent,gas,black,clean,automatic,SUV,4 cylinders,fwd,Port Moody,5XYKT3A65EG461328,
2010 Ford Edge SEL AWD SUV,3700,"240,000",0,https://www.craigslist.org/view/d/burnaby-2010-ford-edge-sel-awd-suv/2wWSki4GZ1W726Gztt9Guh,excellent,gas,silver,clean,automatic,SUV,6 cylinders,4wd,Burnaby,,
2019 Kia Forte EX+ 85k clean title,13499,"85,125",0,https://www.craigslist.org/view/d/coquitlam-2019-kia-forte-ex-85k-clean/s3FiMJzEi14MoW1i6Mzhfc,excellent,gas,grey,clean,automatic,sedan,4 cylinders,fwd,Coquitlam,,
Tdi diesel wagon jetta Volkswagen,2900,"480,000",0,https://www.craigslist.org/view/d/richmond-tdi-diesel-wagon-jetta/sGGxQ98Z8hJECn17hihZau,,diesel,,rebuilt,automatic,,,,Richmond,,
Tdi diesel wagon jetta Volkswagen,2900,"420,000",0,https://www.craigslist.org/view/d/richmond-tdi-diesel-wagon-jetta/8HynsidvDiD2DU4M4ArYcC,,diesel,,clean,automatic,,,,Richmond,,
Dodge Ram - 1500 - 2018 - Low Mileage - Excellent Condition,25700,"53,419",0,https://www.craigslist.org/view/d/west-vancouver-dodge-ram-low-mileage/3DmhJVTjn2Zj7dZ2Rh3wot,excellent,gas,grey,clean,automatic,pickup,8 cylinders,4wd,West Vancouver,1C6RR7FT8JS121153,
"2015 Audi SQ5| over $10,000 into this car",21000,"177,000",0,https://www.craigslist.org/view/d/port-coquitlam-south-2015-audi-sq5-over/bDcszRztyGMyRxZ6NuxQfJ,excellent,gas,grey,clean,automatic,SUV,6 cylinders,4wd,Port Coquitlam,,
2004 BMW X3 AWD,4250,"295,050",0,https://www.craigslist.org/view/d/langley-2004-bmw-x3-awd/pybp6G4ZnEysJaJeqAgiwn,excellent,gas,blue,clean,automatic,SUV,6 cylinders,4wd,Langley,,
"2015 Ford Transit 350 XLT Passenger Van, Extended!",27480,"170,000",0,https://www.craigslist.org/view/d/new-westminster-southwest-2015-ford/6mem9oA4uJzzCrTZLAddDd,,gas,silver,clean,automatic,van,6 cylinders,rwd,New Westminster,,
"2017 HONDA CRV - 66k KMS! 2 sets of almost new tires, new battery, bike hitch!",26500,"66,000",0,https://www.craigslist.org/view/d/burnaby-2017-honda-crv-66k-kms-sets-of/oC19ZMF8HoysYPdmYFPAyo,excellent,gas,grey,clean,automatic,SUV,4 cylinders,4wd,Burnaby,,
1999 Honda Civic EX 5 Speed Manual Air Conditioning American Model,2900,"245,540",0,https://www.craigslist.org/view/d/surrey-1999-honda-civic-ex-speed-manual/aDQtpRBHdv6fFh8nu4P628,excellent,gas,grey,clean,manual,coupe,4 cylinders,fwd,Surrey,,
2017 Nissan Murano Platinum AWD,14250,"175,695",0,https://www.craigslist.org/view/d/vancouver-2017-nissan-murano-platinum/amJ93bLpcVJHT6CDLPeigb,good,gas,silver,clean,automatic,SUV,6 cylinders,4wd,Vancouver,,
2015 Porsche Macan S 116k only,18900,"116,000",0,https://www.craigslist.org/view/d/richmond-2015-porsche-macan-116k-only/fz3q49nUUNTuSorqQHyeKW,excellent,gas,,clean,automatic,SUV,6 cylinders,4wd,Richmond,WP1AB2A55FLB74656,
2015 Porsche Macan S  for quick sale,12499,"169,400",0,https://www.craigslist.org/view/d/richmond-2015-porsche-macan-for-quick/4CoRrJ9CRy8GprLVwCLpVD,excellent,gas,brown,clean,automatic,SUV,,4wd,Richmond,,
FOR SALE: 2021 Volkswagen Golf Highline 🚗✨,18000,"140,000",0,https://www.craigslist.org/view/d/delta-for-sale-2021-volkswagen-golf/u5sxCNEDZ5qcevJuGDQHuL,good,gas,white,clean,other,hatchback,4 cylinders,fwd,Delta,,
Mercedes GL 350,9200,"175,899",0,https://www.craigslist.org/view/d/surrey-mercedes-gl-350/mdLegB85zJPbohyvBsCWWZ,excellent,diesel,silver,clean,automatic,SUV,6 cylinders,4wd,Surrey,,
2010 Mazda CX-7 AWD,4300,"273,141",0,https://www.craigslist.org/view/d/burnaby-2010-mazda-cx-awd/wirqyiHYkHnUJoo8Ax7a1G,excellent,gas,black,clean,automatic,hatchback,4 cylinders,4wd,Burnaby,,
Acura RDX 2010,4800,"243,157",0,https://www.craigslist.org/view/d/surrey-acura-rdx-2010/bpvSdKAbYJBBpqVc6eE5B2,excellent,gas,black,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
Jeep Patriot 2011,2700,"255,124",0,https://www.craigslist.org/view/d/surrey-jeep-patriot-2011/dcSjcLREUVuxpvUuof6zfF,excellent,gas,white,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
Mazda 3 2018,11100,"165,179",0,https://www.craigslist.org/view/d/surrey-mazda/sAP77ceV8qqfRvhvamjMGy,like new,gas,grey,clean,automatic,sedan,4 cylinders,fwd,Surrey,,
2005 Mitsubishi Endeavour AWD ACCold Runs&Drives,1899,"260,688",0,https://www.craigslist.org/view/d/surrey-north-2005-mitsubishi-endeavour/4wwoKg5r1SmhL1mG1EHHWz,good,gas,green,clean,automatic,SUV,6 cylinders,fwd,Surrey,,
TOYOTA PRIUS,10500,"112,000",0,https://www.craigslist.org/view/d/vancouver-toyota-prius/bX75jsALRzUXun5whJUQY1,like new,hybrid,white,clean,automatic,hatchback,4 cylinders,fwd,Vancouver,,
2007 Honda civic manual,2800,"242,000",0,https://www.craigslist.org/view/d/vancouver-2007-honda-civic-manual/htEwq4p7x72Qg5tL6AH3M6,good,gas,,clean,manual,,,,Vancouver,,
2005 Yukon slt,9000,"258,000",0,https://www.craigslist.org/view/d/port-moody-2005-yukon-slt/6skkDdYoEkHZ8vzEHyKQ8p,,gas,,clean,automatic,SUV,,,Port Moody,,
"2011 Chevrolet Cruze – $3,800 clean title",3300,"158,000",0,https://www.craigslist.org/view/d/surrey-2011-chevrolet-cruze-clean-title/xtKrUWPqtePZh7daD3vxT5,excellent,gas,black,clean,automatic,sedan,4 cylinders,,Surrey,,
2016 Nissan Leaf EV great condition no issue 120kms for full charge,6550,"197,000",0,https://www.craigslist.org/view/d/surrey-north-2016-nissan-leaf-ev-great/pzzKyGtdEMddeFvQ8QJwna,excellent,electric,black,rebuilt,automatic,hatchback,other,fwd,Surrey,,
2012 Honda Civic,4200,"280,590",0,https://www.craigslist.org/view/d/burnaby-2012-honda-civic/aAAFUyiRv3j6m99J1GfE3W,like new,gas,black,clean,automatic,sedan,4 cylinders,fwd,Burnaby,,
2013 Sprinter 2500 high roof extra long base cargo van camper van,1234,"1,234",0,https://www.craigslist.org/view/d/surrey-north-2013-sprinter-2500-high/sA4ehyDGd1Wzt7xaJqpRHy,excellent,diesel,white,salvage,automatic,van,6 cylinders,rwd,Surrey,,
2016 Nissan Leaf EV great condition no issue 120kms for full charge,6550,"197,000",0,https://www.craigslist.org/view/d/surrey-north-2016-nissan-leaf-ev-great/ak9SV4z4tDc2A6ztBbgj6b,excellent,electric,black,rebuilt,automatic,hatchback,other,fwd,Surrey,,
2016 Nissan Leaf EV great condition no issue 120kms for full charge,6550,"122,000",0,https://www.craigslist.org/view/d/surrey-north-2016-nissan-leaf-ev-great/uPjPZPYEMqKEEMUvsGo8cr,excellent,electric,grey,rebuilt,automatic,hatchback,,fwd,Surrey,,
Porsche Cayenne 2013 4 Doors for sales,22000,"160,000",0,https://www.craigslist.org/view/d/richmond-northeast-porsche-cayenne/aMuMqBEYpZerPrNQ54Rd1o,like new,gas,black,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
"2016 Ford F250 Super Duty, Long Bed, 4x4!!",15450,"265,000",0,https://www.craigslist.org/view/d/new-westminster-southwest-2016-ford/uhiDc1g8SP6FkECp8MDF4j,,gas,white,clean,automatic,pickup,8 cylinders,4wd,New Westminster,,
"2006 Ford E350 Bucket Van, Bucket Truck",12980,"190,000",0,https://www.craigslist.org/view/d/new-westminster-southwest-2006-ford/dFudCArRzHiKyyNc1E4jeF,,gas,blue,clean,automatic,truck,8 cylinders,rwd,New Westminster,,
2008 Land Rover LR2 SE,3700,"258,698",0,https://www.craigslist.org/view/d/delta-2008-land-rover-lr2-se/1n38DgwAi28VDA7FrVW1Yb,good,gas,orange,clean,automatic,SUV,6 cylinders,4wd,Delta,SALFP24N58H023870,
Wanted: 2003-2006 Jeep Rubicon Manual,11111,"160,000",0,https://www.craigslist.org/view/d/highlands-wanted-jeep-rubicon-manual/pAxZfgHKSz4K5cQY9yxte1,,gas,,clean,manual,,,,Highlands,,
Wanted: 2011-2015 Nissan Xterra Pro-4x 6 Speed,123456,"111,111",0,https://www.craigslist.org/view/d/vancouver-wanted-nissan-xterra-pro-4x/oTyjav7YVCQqzcgsZsbkU8,,gas,,clean,manual,SUV,,,Vancouver,,
CRV 2008 - no accident,5000,"280,000",0,https://www.craigslist.org/view/d/vancouver-crv-no-accident/kihgyP5S6yVJ7CZbcTEg15,fair,gas,black,clean,automatic,SUV,,4wd,Vancouver,,
2004 Toyota Matrix,1900,"299,852",0,https://www.craigslist.org/view/d/burnaby-2004-toyota-matrix/8dYAeJexMxammV3mRRB47Y,like new,gas,silver,clean,automatic,wagon,4 cylinders,fwd,Burnaby,,
2012 WHITE RAM VAN C/V...,3150,"352,500",0,https://www.craigslist.org/view/d/vancouver-2012-white-ram-van-v/rRomLorZSeKy6Lb7tB2yKt,good,gas,white,clean,automatic,van,6 cylinders,fwd,Vancouver,,
Toyota Camry 2008 Hybrid 4 Doors Sedan,11000,"170,000",0,https://www.craigslist.org/view/d/richmond-northeast-toyota-camry-2008/6BJemgo2X8uJ24LdVHhdUS,excellent,gas,white,clean,automatic,sedan,4 cylinders,fwd,Richmond,,
2016 Nissan Frontier 4WD Crew Cab PRO-4X,14000,"80,000",0,https://www.craigslist.org/view/d/surrey-2016-nissan-frontier-4wd-crew/5nCZt39aS8UCmMWx1JD6Go,,gas,,clean,automatic,pickup,,,Surrey,,
2011 Honda Odyssey - 139000 Km Clean Title,9950,"139,000",0,https://www.craigslist.org/view/d/surrey-2011-honda-odyssey-km-clean-title/hPKd6GfYv9LemRG9tuqs7x,excellent,gas,white,clean,automatic,minivan,6 cylinders,fwd,Surrey,,
2011 Audi S4 Quattro supercharged clean spec,14500,"190,000",0,https://www.craigslist.org/view/d/surrey-2011-audi-s4-quattro/cJpzWFGWWhfsybL2gDtQFV,,gas,,clean,automatic,,,,Surrey,,
Chevy Silverado LTZ 3500 HD,45000,"82,768",0,https://www.craigslist.org/view/d/surrey-chevy-silverado-ltz-3500-hd/oudgidi49AcB6N1AQS6hp1,excellent,gas,black,clean,automatic,pickup,8 cylinders,4wd,Surrey,,
Cube van GMC 3500 New Vortex Engine 5.7L,14000,"9,000",0,https://www.craigslist.org/view/d/north-island-cube-van-gmc-3500-new/eYSfCuMTwjwmBe5LZ6Ssci,excellent,gas,white,clean,automatic,van,8 cylinders,rwd,North,,
2003 Toyota Corolla,2400,"298,500",0,https://www.craigslist.org/view/d/vancouver-2003-toyota-corolla/mdkXXVvdaY9DAzaKttgNVq,excellent,gas,silver,clean,automatic,sedan,4 cylinders,fwd,Vancouver,,
2001 honda accord,3000,"260,000",0,https://www.craigslist.org/view/d/coquitlam-2001-honda-accord/oAgbfZtYAFtQztPPhCVRzK,excellent,gas,,clean,automatic,sedan,4 cylinders,,Coquitlam,,
2009 Toyota Tacoma crew cab TRD 4x4 V6,13500,"20,000",0,https://www.craigslist.org/view/d/surrey-2009-toyota-tacoma-crew-cab-trd/99Et4HZapJPtfeLcBeczcF,,gas,,clean,automatic,pickup,,,Surrey,,
2012 Nissan juke,2950,"250,000",0,https://www.craigslist.org/view/d/burnaby-2012-nissan-juke/gp85wifhjsJYEesFHPzNaU,,gas,,clean,automatic,,,,Burnaby,,
2013 bmw x3 360k,3950,"360,000",0,https://www.craigslist.org/view/d/burnaby-2013-bmw-x3-360k/3tiHiZxny5UZ1nUvmUnm47,,gas,,clean,automatic,SUV,,,Burnaby,,
2015 honda civic 5 speed big savings reliable,7450,"238,000",0,https://www.craigslist.org/view/d/surrey-east-2015-honda-civic-speed-big/9EFJSTG5qw8dCWVXPah5eV,,gas,,clean,manual,,4 cylinders,,Surrey,,
Bentley Flying Spur W12 awd clean,21000,"170,000",0,https://www.craigslist.org/view/d/surrey-east-bentley-flying-spur-w12-awd/cS7xQphg6mf2beC7nuBWCi,,gas,,clean,automatic,,,,Surrey,,
Audi TT S Line convertible,7000,"64,584",0,https://www.craigslist.org/view/d/delta-central-audi-tt-line-convertible/pWi6ik1x5PxgFYoH9TFuL4,good,gas,black,clean,automatic,convertible,6 cylinders,4wd,Delta,,
EXCELLENT 2009 GMC ENVOY SLE 4.2 CYLINDER  6 CYLINDER LADY DRIVEN,3900,"207,500",0,https://www.craigslist.org/view/d/richmond-excellent-2009-gmc-envoy-sle/4hmEcXYWdbmezGEvJ8EU4K,like new,gas,green,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
2009 Hyundai Accent for sale,5000,"129,489",0,https://www.craigslist.org/view/d/vancouver-2009-hyundai-accent-for-sale/m7VPXkkrXHJjiPNneVMYYj,excellent,gas,blue,clean,automatic,,,,Vancouver,,
1985 Mercedes Benz 300sd Turbo Diesel,6500,"149,555",0,https://www.craigslist.org/view/d/langley-city-1985-mercedes-benz-300sd/gMyb3ADv6oDMdJcd3PLemB,,diesel,blue,clean,automatic,sedan,5 cylinders,rwd,Langley,,
13 dodge ram 2500HD 4x4 laramie clean truck,12250,"83,500",0,https://www.craigslist.org/view/d/surrey-13-dodge-ram-2500hd-4x4-laramie/tuathMvf929PqdRRMeiJT9,,gas,,clean,automatic,pickup,,,Surrey,,
2006 Grand Touring Nissan 350z Titanium/Silverstone,20500,"77,000",0,https://www.craigslist.org/view/d/new-westminster-southwest-2006-grand/mq5pg3nycde43thg3rMRmb,excellent,gas,grey,clean,automatic,coupe,,,New Westminster,,
2004 BMW 325CI Convertible low kms!,6800,"136,000",0,https://www.craigslist.org/view/d/richmond-2004-bmw-325ci-convertible-low/ekHd9AwphxCdBKjvDA7xvP,excellent,gas,,clean,automatic,convertible,,,Richmond,,
"2007 Toyota Yaris ""5 Speed Manual"" Only 155,000KM Clean Title Car.",5500,"155,000",0,https://www.craigslist.org/view/d/surrey-2007-toyota-yaris-speed-manual/7T9j8MyxiJinTNTFeD423d,excellent,gas,black,clean,manual,hatchback,4 cylinders,fwd,Surrey,,
2002 Ford F150 FX4 Supercrew 4x4,11900,"234,000",0,https://www.craigslist.org/view/d/burnaby-2002-ford-f150-fx4-supercrew-4x4/snw8261Spef9nHywKgKq4H,like new,gas,brown,clean,automatic,pickup,8 cylinders,4wd,Burnaby,,
2015 Dodge Challenger SRT Hellcat,72000,"22,000",0,https://www.craigslist.org/view/d/surrey-2015-dodge-challenger-srt-hellcat/4Pc1Sia1ETutBmDytZ2pGt,,gas,,clean,manual,coupe,,,Surrey,,
2015 jeep wrangler 2 dr .,14999,"131,000",0,https://www.craigslist.org/view/d/vancouver-2015-jeep-wrangler-dr/f4zBu5JGzSqPNsW3dUiP3G,excellent,gas,black,clean,manual,SUV,6 cylinders,4wd,Vancouver,,
2023 Honda Odyssey,800,"240,000",0,https://www.craigslist.org/view/d/surrey-outer-northwest-2023-honda/uDWQ95uZMN6SzzpAkQPGfR,good,gas,grey,clean,automatic,minivan,4 cylinders,fwd,Surrey,,
2010 Smart Fortwo Passion *Clean title*,3300,"116,000",0,https://www.craigslist.org/view/d/vancouver-2010-smart-fortwo-passion/qpHKKAef42SxEeJC7JgTvJ,good,gas,red,clean,automatic,hatchback,3 cylinders,fwd,Vancouver,,
2010 Volkswagen Jetta DSG,3000,"232,000",0,https://www.craigslist.org/view/d/vancouver-2010-volkswagen-jetta-dsg/pZy82XEkV6LUtePfK3Zdzy,good,gas,white,clean,automatic,sedan,4 cylinders,fwd,Vancouver,,
2020 Tesla Model 3 SR plus *Clean title*,19000,"158,888",0,https://www.craigslist.org/view/d/vancouver-2020-tesla-model-sr-plus/e1iNzMyjG3gMxGjNSSvf4A,good,electric,white,clean,automatic,sedan,other,rwd,Vancouver,,
2017 Toyota Tacoma TRD 4x4 Off Road,23500,"225,000",0,https://www.craigslist.org/view/d/burnaby-2017-toyota-tacoma-trd-4x4-off/17cYTaRQBu2rD9dErJWNkj,excellent,gas,red,rebuilt,automatic,pickup,6 cylinders,4wd,Burnaby,,
2006 Jeep Liberty CRD Diesel 4X4,7500,"182,000",0,https://www.craigslist.org/view/d/burnaby-2006-jeep-liberty-crd-diesel-4x4/5w4Nt72st3UH9GJDJWEFus,excellent,diesel,grey,clean,automatic,SUV,6 cylinders,4wd,Burnaby,,
2018 Volkswagen ATLAS 4Motion,16500,"159,000",0,https://www.craigslist.org/view/d/burnaby-2018-volkswagen-atlas-4motion/jU6GSoAqBFg8CXuheACh6w,excellent,gas,grey,rebuilt,automatic,SUV,6 cylinders,4wd,Burnaby,,
2014 Jeep Wrangler Sport 4x4,14500,"127,000",0,https://www.craigslist.org/view/d/burnaby-2014-jeep-wrangler-sport-4x4/mqgFjza2jT9URf8WiawfsY,excellent,gas,white,rebuilt,automatic,SUV,6 cylinders,4wd,Burnaby,,
2014 Mercedes-Benz GLK250 with Apple CarPlay,10900,"228,000",0,https://www.craigslist.org/view/d/langley-township-southwest-2014/pEFK3grL4w3sFLE6TrXCjX,excellent,diesel,white,clean,automatic,SUV,4 cylinders,4wd,Langley,,
2017 SUBARU WRX SPORT-TECH Lowered Price.,19999,"90,000",0,https://www.craigslist.org/view/d/surrey-east-2017-subaru-wrx-sport-tech/eZWcTfRFWYLKzUzVnx2F5K,like new,gas,,clean,automatic,sedan,4 cylinders,,Surrey,,
Pontiac Grand Prix low km coupe Collector eligible,1600,"170,000",0,https://www.craigslist.org/view/d/surrey-pontiac-grand-prix-low-km-coupe/mUcKJYYz1bJKuLJpPEayTv,,gas,,clean,automatic,coupe,,,Surrey,,
Rare low Mileage 2009 Mercedes C300,10500,"77,289",0,https://www.craigslist.org/view/d/north-vancouver-northwest-central-rare/2hjKv3y1rqS4xdi3VyAn9A,excellent,gas,blue,clean,automatic,coupe,6 cylinders,4wd,North Vancouver,,
2022 Porche Macan,55000,"30,000",0,https://www.craigslist.org/view/d/coquitlam-2022-porche-macan/5HF8B6tqKit9sX7fNheH52,excellent,gas,white,clean,automatic,SUV,,4wd,Coquitlam,,
2014 Jeep Cherokee Sport - One Owner,6995,"136,000",0,https://www.craigslist.org/view/d/surrey-2014-jeep-cherokee-sport-one/fohpDLcXLxCa5RzSEoSBDE,excellent,gas,black,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
2017 Ford Escape AWD - Fully Loaded,7950,"167,000",0,https://www.craigslist.org/view/d/surrey-2017-ford-escape-awd-fully-loaded/mPFSfV1SacDgxrJyb4GkmC,excellent,gas,grey,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
2016 Volkswagen Tiguan - Fully Loaded,7650,"149,000",0,https://www.craigslist.org/view/d/surrey-2016-volkswagen-tiguan-fully/cjMLBFUkTbp34hgUNHXxjR,excellent,gas,black,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
2018 Honda Civic Touring - Clean Title,16995,"89,000",0,https://www.craigslist.org/view/d/surrey-2018-honda-civic-touring-clean/cKyd5JUdLJwwuKkjQwUpqY,excellent,gas,black,clean,automatic,sedan,4 cylinders,fwd,Surrey,,
2020 Isuzu NPR HD,47500,"136,000",0,https://www.craigslist.org/view/d/surrey-lower-west-2020-isuzu-npr-hd/kD7znSSrFVQUy8kRP66iB4,like new,diesel,white,clean,automatic,truck,4 cylinders,rwd,Surrey,,
2008 Honda Accord,2800,"287,580",0,https://www.craigslist.org/view/d/burnaby-2008-honda-accord/2GnjZPuoxCMQJHufJLuSny,like new,gas,silver,clean,automatic,sedan,4 cylinders,fwd,Burnaby,,
REDUCED!!!!!2013 Hyundai Veloster  LOADED OPTIONS REARVIEW CAMERA,5900,"90,000",0,https://www.craigslist.org/view/d/coquitlam-reduced2013-hyundai-veloster/tu6xBHa1Geh2mzd6tNMPvh,like new,gas,orange,rebuilt,automatic,coupe,4 cylinders,fwd,Coquitlam,,
2009 dodge ram 1500 4x4 Hemi 5.7L crew cab,5700,"160,000",0,https://www.craigslist.org/view/d/surrey-2009-dodge-ram-x4-hemi-57l-crew/viM7ib6UixbGVbi8sNWCKb,,gas,,clean,automatic,pickup,,,Surrey,,
Honda Civic 4 door sedan,2800,"300,000",0,https://www.craigslist.org/view/d/vancouver-honda-civic-door-sedan/pFggesmhSoa4FuNgFHXXCF,good,gas,grey,rebuilt,automatic,sedan,4 cylinders,fwd,Vancouver,,
Dodge Ram1500 truck,41960,"20,580",0,https://www.craigslist.org/view/d/surrey-inner-northwest-dodge-ram1500/mkJ9avBbMKgGZ9MHLkNRwi,like new,gas,white,clean,automatic,pickup,8 cylinders,4wd,Surrey,,
1999 Volvo C70 convertible,3400,"84,000",0,https://www.craigslist.org/view/d/burnaby-1999-volvo-c70-convertible/hbom9Tk1VfTQBpNyHvHyps,good,gas,blue,clean,automatic,convertible,5 cylinders,fwd,Burnaby,,
Mercedes-Benz GLC 300 4Matic – Graphite Grey,41000,"39,000",0,https://www.craigslist.org/view/d/burnaby-mercedes-benz-glc-300-4matic/bq9ASCB4BZ3HKuB8Wb7krd,excellent,gas,grey,clean,automatic,SUV,6 cylinders,4wd,Burnaby,,
2015 Audi A3 TFSI 1.8l komfort,16500,"142,981",0,https://www.craigslist.org/view/d/coquitlam-north-2015-audi-a3-tfsi-18l/wwuLMTCXPG9NpLRcXpqvk5,good,gas,black,clean,automatic,sedan,4 cylinders,fwd,Coquitlam,,
1976 Triumph TR6,24750,"35,211",0,https://www.craigslist.org/view/d/pemberton-1976-triumph-tr6/fYdv9XhjsZRoMxaZ1J83tZ,excellent,gas,yellow,clean,manual,convertible,6 cylinders,rwd,Pemberton,,
2008 Chrysler PT Cruiser for sale,3000,"161,570",0,https://www.craigslist.org/view/d/burnaby-2008-chrysler-pt-cruiser-for/8vpX4bn4H3V6Hfh687JXMm,good,gas,blue,clean,automatic,hatchback,4 cylinders,fwd,Burnaby,2BGE061238T188624,
2009 Mazda Tribute FWD,3000,"341,581",0,https://www.craigslist.org/view/d/surrey-2009-mazda-tribute-fwd/4Ez8g6sgQDDuJQ9EwJUZcf,good,gas,black,clean,automatic,SUV,4 cylinders,fwd,Surrey,,
2007 dodge nitro,4000,"273,000",0,https://www.craigslist.org/view/d/squamish-2007-dodge-nitro/defNEKU76i7xbrAkJSa74Z,good,gas,white,clean,automatic,SUV,,,Squamish,,
2008 BMW X3 $5400 OBO,5400,"312,000",0,https://www.craigslist.org/view/d/north-vancouver-east-central-2008-bmw/ug8jBJZvZoAEjVRcJCubes,good,gas,,clean,automatic,SUV,,4wd,North Vancouver,,
2012 Ford E-450 Utilimaster,9950,"291,768",0,https://www.craigslist.org/view/d/burnaby-2012-ford-450-utilimaster/2gHGR5AWtL8gSfVPnntQh6,excellent,gas,white,clean,automatic,van,8 cylinders,rwd,Burnaby,,
Delica D5 Chamonix 4x4,14999,"120,000",0,https://www.craigslist.org/view/d/vancouver-delica-d5-chamonix-4x4/eJXKAzQzbpc4YWRPHBfCH4,excellent,gas,,clean,automatic,SUV,4 cylinders,4wd,Vancouver,,
