name,price,location,link,condition,cylinders,drive,fuel,odometer,paint color,title status,transmission,type,VIN
2013 Ford Escape 4WD clean title,"$6,700",tricities/pitt/maple,https://www.craigslist.org/view/d/coquitlam-2013-ford-escape-4wd-clean/ugbXnUEwraNRfzLEhL85rE,,,,gas,"123,300",,clean,automatic,SUV,
2006 Toyota Tacoma crew cab TRD 4x4 canopy,"$14,199",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-east-2006-toyota-tacoma-crew-cab/637hJuAEiny2GQBsjCnXUv,,,,gas,"218,000",,clean,automatic,pickup,
2008 Mitsubishi Eclipse Spyder GS,"$5,999",Burnaby,https://www.craigslist.org/view/d/burnaby-2008-mitsubishi-eclipse-spyder/1KV5Cz6vjztNAnCfKFQqKX,excellent,4 cylinders,fwd,gas,"115,000",blue,clean,automatic,convertible,
2026 Honda Civic Sport,"$4,500",burnaby/newwest,https://www.craigslist.org/view/d/vancouver-2026-honda-civic-sport/hNSY1Kma13jRr32BVPpsTS,good,4 cylinders,fwd,gas,"31,000",,clean,automatic,sedan,
2023 Tesla Model Y Performance,"$45,000",tricities/pitt/maple,https://www.craigslist.org/view/d/port-coquitlam-central-2023-tesla-model/r22b6qaFPEV6cBMiCUQzgw,,,,electric,"95,000",,clean,automatic,,
2007 Jeep Compass,"$2,000",city of vancouver,https://www.craigslist.org/view/d/vancouver-2007-jeep-compass/ng2shKZnYWbkUi2dbpYks8,fair,4 cylinders,fwd,gas,"231,300",silver,clean,automatic,SUV,
Cube van GMC 3500 New Vortex Engine 5.7L,"$14,000",Vancouver,https://www.craigslist.org/view/d/north-island-cube-van-gmc-3500-new/eYSfCuMTwjwmBe5LZ6Ssci,excellent,8 cylinders,rwd,gas,"9,000",white,clean,automatic,van,
Toyota Prius 2015,"$18,900",burnaby,https://www.craigslist.org/view/d/burnaby-toyota-prius-2015/rHih6o2pg3Eoh6LewTo9tt,like new,4 cylinders,fwd,hybrid,"110,000",silver,clean,automatic,hatchback,
2008 GMC Savana 2500 extended Cargo van,"$3,995",Burnaby,https://www.craigslist.org/view/d/burnaby-2008-gmc-savana-2500-extended/bAPuQCuhMgBLuH7Bak7La9,,,,gas,"244,593",,clean,automatic,truck,
2012 Mazda 5,"$4,900",Surrey,https://www.craigslist.org/view/d/surrey-2012-mazda/edK4Sij4RuFaSvEa31qFkt,excellent,4 cylinders,fwd,gas,"214,500",grey,clean,automatic,minivan,
"103,000 KM 2007 JAGUAR XK V8 DROP TOP CONVERTIBLE","$24,900",West Vancouver BC,https://www.craigslist.org/view/d/west-vancouver-km-2007-jaguar-xk-v8/7Vcke86xbaLeZGoxiJJwQg,excellent,8 cylinders,rwd,gas,"103,000",silver,clean,automatic,convertible,
"103,000 KM 2007 JAGUAR XK V8 DROP TOP CONVERTIBLE","$24,900",West Vancouver BC,https://www.craigslist.org/view/d/west-vancouver-km-2007-jaguar-xk-v8/4V8D4h1FsFUoGn6tKQLWb3,excellent,8 cylinders,rwd,gas,"103,000",silver,clean,automatic,convertible,
"103,000 KM 2007 JAGUAR XK V8 DROP TOP CONVERTIBLE","$24,900",West Vancouver BC,https://www.craigslist.org/view/d/west-vancouver-km-2007-jaguar-xk-v8/r9GeahWHbkj9QsRXGp7GF2,excellent,8 cylinders,rwd,gas,"103,000",silver,clean,automatic,convertible,
Ford Excursion limousine money maker,"$8,999",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-east-ford-excursion-limousine/sFq7WiKobVz63BW2uvAjNe,,,,gas,"198,000",,clean,automatic,,
"2003 TOYOTA COROLLA 4 CYL AUTO DRIVES GREAT NO ISSUES MECH 321,000 KM","$1,600",Vancouver,https://www.craigslist.org/view/d/vancouver-2003-toyota-corolla-cyl-auto/6FYkJPmMTyt8ySUU9qAZMg,excellent,4 cylinders,fwd,gas,"321,000",silver,clean,automatic,sedan,
2010 Infinti EX35,"$6,900",Richmond,https://www.craigslist.org/view/d/richmond-2010-infinti-ex35/9LifNh9xixQ2X2xa9PAe26,excellent,6 cylinders,4wd,gas,"229,000",black,clean,automatic,SUV,
2002 Ford F150 FX4 Supercrew 4x4,"$11,900",n delta,https://www.craigslist.org/view/d/burnaby-2002-ford-f150-fx4-supercrew-4x4/jSTKoEhtEefmDu7DuhscUk,like new,8 cylinders,4wd,gas,"234,000",brown,clean,automatic,pickup,
Kia Rondo 2014 Grey Metalic 5 seats,"$5,800",Vancouver,https://www.craigslist.org/view/d/vancouver-kia-rondo-2014-grey-metalic/moRZPmGreMsMZg4BK439BH,excellent,4 cylinders,fwd,gas,"166,000",grey,rebuilt,automatic,SUV,
2011 Ram 1500 Crew Cab Big Horn 4x4 with Low KM,"$10,000",Vancouver,https://www.craigslist.org/view/d/vancouver-2011-ram-1500-crew-cab-big/k6zZak9BAT3YAhP6zJ6j71,excellent,8 cylinders,4wd,gas,"175,300",grey,clean,automatic,truck,
Toyota Camry 2007 (Clean title)-215000 km,"$4,999",Richmond,https://www.craigslist.org/view/d/richmond-toyota-camry-2007-clean-title/dhyF22hrYDvGN7tSdHBTbz,excellent,6 cylinders,fwd,gas,"215,000",purple,clean,automatic,sedan,
2003 Ford Focus 5door 5speed manual ZTW Wagon,"$2,800",Surrey,https://www.craigslist.org/view/d/surrey-outer-northwest-2003-ford-focus/cwfmojEr84Cu15Pd9WfMhp,good,4 cylinders,fwd,gas,"260,000",blue,clean,manual,hatchback,
2003 Ford F-150 XTR Super Cab 4x4,"$3,900",Surrey,https://www.craigslist.org/view/d/surrey-outer-northwest-2003-ford-150/86FQqsesTa3UsZRRQraDFY,good,8 cylinders,4wd,gas,"365,000",red,clean,automatic,pickup,
2012 Kia rio,"$5,500",Surrey,https://www.craigslist.org/view/d/white-rock-2012-kia-rio/7T1MHBN5q3uWkSzuK8gQx2,like new,4 cylinders,4wd,gas,"185,000",blue,clean,automatic,sedan,
"Title: 2016 Porsche Cayenne (Base V6) – Ultra-Low 83,500 km","$28,266",Vancouver,https://www.craigslist.org/view/d/port-coquitlam-central-title-2016/auyaxWBof378vzkvQgjuPu,excellent,4 cylinders,4wd,gas,"83,500",black,clean,automatic,SUV,
2009 Nissan Altima Sedan Auto  4cyl!!,"$3,250",delta/surrey/langley,https://www.craigslist.org/view/d/abbotsford-2009-nissan-altima-sedan/1oZsVL3NyQdwvGi547eWqh,excellent,4 cylinders,fwd,gas,"213,000",silver,clean,automatic,sedan,
"2003 HONDA ACCORD EX 4 CYL AUTO FULLY LOADED DRIVES PERFECT 270,000 KM","$2,000",Vancouver,https://www.craigslist.org/view/d/vancouver-2003-honda-accord-ex-cyl-auto/mxYWRdxorcrX7mMfN7HYFm,excellent,4 cylinders,fwd,gas,"270,000",silver,clean,automatic,sedan,
2008 Porsche 911 Carrera S Coupe,"$75,000",Coquitlam,https://www.craigslist.org/view/d/coquitlam-2008-porsche-911-carrera-coupe/eELX2ndNvtX7dTCEydaHKB,excellent,6 cylinders,rwd,gas,"32,000",,clean,manual,coupe,
2015 Ford Escape tires with steel wheels 235/55R17 Set of 4,$100,Surrey,https://www.craigslist.org/view/d/surrey-2015-ford-escape-tires-with/6jWbHqjZJGRwZtZKPkhCej,,,,other,"12,000",,clean,other,,
BMW for Sale,"$8,900",Kelowna,https://www.craigslist.org/view/d/surrey-east-bmw-for-sale/2y5ESVj3MxeLavsPkFD9DD,excellent,8 cylinders,rwd,gas,"167,500",white,clean,automatic,sedan,WBAKB83579CY60740
Mini Cooper S,"$8,000",West Vancouver,https://www.craigslist.org/view/d/west-vancouver-mini-cooper/3coScTr18gpY7KGmeKqSNv,excellent,4 cylinders,fwd,gas,"175,000",grey,clean,manual,hatchback,
2018 Mercedes-Benze B250-55880KM- All Wheel Drive,"$22,900",burnaby/newwest,https://www.craigslist.org/view/d/new-westminster-southwest-2018-mercedes/17CX6hUHm28HK6H6ukkaqX,like new,4 cylinders,4wd,gas,"55,880",white,clean,automatic,hatchback,
1994 C4 Corvette,"$17,500",Burnaby,https://www.craigslist.org/view/d/burnaby-1994-c4-corvette/tCwMRx1vZr2PM6wVwcxgQi,excellent,8 cylinders,rwd,gas,"63,000",black,clean,automatic,coupe,
2016 Volkswagen Tiguan,"$8,995",Surrey,https://www.craigslist.org/view/d/surrey-2016-volkswagen-tiguan/cKrDYkLUGrnSSR26pV1A7w,excellent,4 cylinders,4wd,gas,"160,000",grey,rebuilt,automatic,SUV,
2022 Chevy Equinox RS,"$17,995",Surrey,https://www.craigslist.org/view/d/surrey-2022-chevy-equinox-rs/2JnMLyQg5U8CfRAfAwB7bZ,excellent,4 cylinders,4wd,gas,"51,600",silver,clean,automatic,SUV,
2001 Ford Explorer Sport trac,"$18,997",VANCOUVER,https://www.craigslist.org/view/d/vancouver-2001-ford-explorer-sport-trac/m2FnFTgB5iYFdyg5kTxuCq,good,6 cylinders,,gas,"175,000",,clean,automatic,SUV,
2008 TOYOTA VELLFIRE Z - G PACKAGE W/ 100K KM 3.5L V6 4WD,"$15,995",Surrey,https://www.craigslist.org/view/d/surrey-2008-toyota-vellfire-package/wpUd2h2RVuB5G54quoP8Tw,excellent,6 cylinders,4wd,gas,"100,000",silver,clean,automatic,van,
BMW 440i xDrive 2019,"$35,000",Burnaby,https://www.craigslist.org/view/d/burnaby-bmw-440i-xdrive-2019/gcdukdvGoiTRBTqRshcqsQ,like new,6 cylinders,4wd,gas,"120,000",black,clean,automatic,coupe,
2010 Ford Edge SEL AWD SUV,"$3,700",Burnaby,https://www.craigslist.org/view/d/burnaby-2010-ford-edge-sel-awd-suv/mdzadbnY3yGqoesAppUotC,excellent,6 cylinders,4wd,gas,"240,000",silver,clean,automatic,SUV,
2008 Hyundai Entourage/Sedona ReadyToWork,"$2,499",Surrey,https://www.craigslist.org/view/d/surrey-north-2008-hyundai-entourage/6rwn6TiCy2StWRehgueM84,good,6 cylinders,fwd,gas,"251,689",grey,clean,automatic,minivan,
2019 Audi S5 Sportback,"$42,000",South Surrey / Grandview,https://www.craigslist.org/view/d/surrey-2019-audi-s5-sportback/1fhTLarRQFzxHHmhDfAR8s,like new,6 cylinders,,gas,"66,000",black,clean,automatic,,
2005 Pontiac sun fire,"$2,550",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-outer-northwest-2005-pontiac-sun/wfUyppt7VXQtFLw5ZD8njt,,,,gas,"169,000",,clean,automatic,,
2009 Nissan Cube ACCold GasSaver Runs&Drives,"$2,298",Surrey,https://www.craigslist.org/view/d/surrey-north-2009-nissan-cube-accold/9MyNA4LqJ65HYWqz3Ex28P,good,4 cylinders,fwd,gas,"272,688",white,clean,automatic,sedan,
"2007 Toyota Yaris ""5 Speed Manual"" Only 155,000KM Clean Title Car.","$5,500",Surrey,https://www.craigslist.org/view/d/surrey-2007-toyota-yaris-speed-manual/18pcE828ALeRJXsPJhr3hg,excellent,4 cylinders,fwd,gas,"155,000",black,clean,manual,hatchback,
NISSAN ROGUE,"$8,300",Burnaby,https://www.craigslist.org/view/d/vancouver-nissan-rogue/wmQo3McRegTtRB2x9UzGrr,good,4 cylinders,4wd,gas,"108,000",white,clean,automatic,SUV,
"2009 Bmwx5 4,8 sport","$12,500",west coquitlam,https://www.craigslist.org/view/d/coquitlam-north-2009-bmwx5-48-sport/7e91gompLLKTYyiwzDLGMG,excellent,8 cylinders,4wd,gas,"131,000",grey,clean,automatic,SUV,
2015  Toyota corolla S,"$12,950",COQUITLAM,https://www.craigslist.org/view/d/coquitlam-north-2015-toyota-corolla/i1QvyedvnMxfLrgc5Y8K6n,like new,4 cylinders,fwd,gas,"159,000",blue,clean,automatic,sedan,
2006 Honda crv,"$3,400",Surrey,https://www.craigslist.org/view/d/surrey-outer-northwest-2006-honda-crv/cghyGEJcM67bcPo9Podpwz,fair,4 cylinders,4wd,gas,"276,441",black,rebuilt,automatic,SUV,
Porsche 911 carrera Convertible *Mint condition*,"$35,000",Delta,https://www.craigslist.org/view/d/delta-northeast-porsche-911-carrera/uAu9g5x2edbvFKD7yCPh4B,excellent,,,gas,"175,000",,clean,manual,convertible,
Chevy Corvette  **Mint condition**,"$27,000",delta/surrey/langley,https://www.craigslist.org/view/d/delta-northeast-chevy-corvette-mint/qBzF4jrm6zAcKuQVrFGH93,excellent,,,diesel,"160,000",,clean,automatic,coupe,
Wanted: 2022 Lexus RX 450h w/ executive package,$0,city of vancouver,https://www.craigslist.org/view/d/vancouver-wanted-2022-lexus-rx-450h/eKMZQ6HXgMhEZBMovut72c,excellent,,,hybrid,"50,000",,clean,automatic,,
"Dodge Ram Extended Cargo Van $6000 208,000 Kilometer","$6,000",New Westminister,https://www.craigslist.org/view/d/new-westminster-northeast-dodge-ram/jjarSxkcX5ZBDsh9XedFXF,good,,,gas,"208,000",white,rebuilt,automatic,van,
2014 Audi Q5 quattro 3.0L tdi 35mpg,"$6,300",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-east-2014-audi-q5-quattro-30l/kGrsvfyrAuCLFERJGdHgpe,,,,diesel,"20,000",,clean,automatic,SUV,
2006 NISSAN MURANO AWD,"$1,950",surrey,https://www.craigslist.org/view/d/surrey-north-2006-nissan-murano-awd/3ZM5easBV3Sht2iW5HVitY,fair,6 cylinders,4wd,gas,"209,000",orange,rebuilt,automatic,SUV,
Volkswagen Jetta GLI,"$9,000",New Westminster,https://www.craigslist.org/view/d/new-westminster-volkswagen-jetta-gli/5yZj2kmx5DVStEPatsYMQT,like new,4 cylinders,fwd,gas,"182,000",white,clean,automatic,,
2010 Honda Ridgeline 4WD | 1 Owner | BC Local,"$16,000",Surrey,https://www.craigslist.org/view/d/surrey-2010-honda-ridgeline-4wd-owner/abSJjALnvytk7YW8DoQ4UY,excellent,6 cylinders,4wd,gas,"196,600",black,clean,automatic,truck,
2024 Nissan Pathfinder SV AWD,"$40,000",Surrey,https://www.craigslist.org/view/d/surrey-2024-nissan-pathfinder-sv-awd/pgzrSJ3a91P1xZNmaqoXxT,like new,6 cylinders,4wd,gas,"38,800",white,clean,automatic,SUV,
1999 BMW 325I | 105Km’s,"$5,800",Surrey,https://www.craigslist.org/view/d/surrey-1999-bmw-325i-105kms/bkhaJVDLJcRpphjN4XixK3,like new,6 cylinders,rwd,gas,"105,100",silver,clean,automatic,sedan,
2024 GMC Canyon Elevation,"$53,000",Surrey,https://www.craigslist.org/view/d/surrey-2024-gmc-canyon-elevation/cv5Awoxr4WbdNgu8vNBVXt,like new,4 cylinders,4wd,gas,"5,300",grey,clean,automatic,truck,
2017 Toyota Sienna LE | Bluetooth | Tri-Zone Climate Control,"$25,000",Surrey,https://www.craigslist.org/view/d/surrey-2017-toyota-sienna-le-bluetooth/rBFhYcbbfBs3XTq9WPyiPX,excellent,6 cylinders,fwd,gas,"127,800",white,clean,automatic,minivan,
2013 Ford F-150 XLT Super Crew,"$18,000",Surrey,https://www.craigslist.org/view/d/surrey-2013-ford-150-xlt-super-crew/gpsvFEet7Tpqzh3fwomNCg,excellent,8 cylinders,4wd,gas,"162,600",blue,clean,automatic,truck,
2014 Mitsubishi RVR SE S-AWC,"$12,000",Surrey,https://www.craigslist.org/view/d/surrey-2014-mitsubishi-rvr-se-awc/nUSuHMTYi2uHXiaHjYNZh5,excellent,4 cylinders,4wd,gas,"143,300",grey,clean,automatic,SUV,
2022 Chevrolet Camaro SS,"$49,000",Surrey,https://www.craigslist.org/view/d/surrey-2022-chevrolet-camaro-ss/wHoR27pUton1evGWFNadzf,like new,8 cylinders,rwd,gas,"58,100",white,clean,automatic,coupe,
2021 Nissan Rogue Platinum AWD,"$28,000",Surrey,https://www.craigslist.org/view/d/surrey-2021-nissan-rogue-platinum-awd/d6PJAGHrYP2a9gHkLWrMmN,,4 cylinders,4wd,gas,"26,355",black,clean,automatic,SUV,
2015 Silverado High Country,"$16,500",Mission,https://www.craigslist.org/view/d/mission-2015-silverado-high-country/bpbdnExkpT56Ak2TJifXnT,,8 cylinders,,gas,"279,000",blue,clean,automatic,pickup,
2018 Hyundai Santa Fe XL AWD Limited,"$17,995",Langley,https://www.craigslist.org/view/d/langley-city-2018-hyundai-santa-fe-xl/eRaumjzK588qmHM6Bi3QkQ,excellent,6 cylinders,4wd,gas,"140,700",white,clean,automatic,SUV,KM8SNDHF0JU278039
mgb 1973 project or parts car,$650,langley,https://www.craigslist.org/view/d/langley-township-southwest-mgb-1973/ikXmyaW1nnZQRsEVGNucNX,fair,4 cylinders,rwd,gas,"100,000",custom,missing,manual,convertible,
LAMBORGHINI DAMAGED  FOR SALE,"$200,000",city of vancouver,https://www.craigslist.org/view/d/langley-city-lamborghini-damaged-for/tRbrV1TvopCJ3DhBruzigR,,,,gas,"8,888",,salvage,automatic,,
2018 Ford Police Interceptor awd hard to find,"$7,999",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-east-2018-ford-police/9EeXMsMqcno7fUoYh7cMKw,,,,gas,"198,000",,clean,automatic,,
"2010 Mazda 3 Touring clean title 114k new clutch, tires and brakes","$6,700",tricities/pitt/maple,https://www.craigslist.org/view/d/surrey-2010-mazda-touring-clean-title/6iCfPchBfaPuATdo3H3J8p,,,,gas,"114,000",,clean,manual,sedan,
2003 Mercedes Benz E320 Sports Edition with Airmatic suspension,"$8,900",Surrey(Guildford),https://www.craigslist.org/view/d/surrey-north-2003-mercedes-benz-e320/ceHM4vtC9dEufyD6fMufq2,excellent,6 cylinders,rwd,gas,"205,000",silver,clean,automatic,sedan,
1998 Eagle Talon ESI $4950 or best offer,"$4,950",Surrey (Guildford),https://www.craigslist.org/view/d/surrey-north-1998-eagle-talon-esi-4950/5FMggvBLGvm6CGyzQwt6cW,good,4 cylinders,fwd,gas,113,black,clean,automatic,,4E3AK44Y4WE094801
"2013 Hyundai Elantra Well maintained, gas miser","$3,400",delta/surrey/langley,https://www.craigslist.org/view/d/delta-east-2013-hyundai-elantra-well/wWenrptBQd38avVDH7gk2Z,good,4 cylinders,fwd,gas,"234,000",white,rebuilt,automatic,sedan,
INFINITI G35X 2008,"$11,999",delta/surrey/langley,https://www.craigslist.org/view/d/vancouver-infiniti-g35x-2008/nsmDjQEZbUWQcnU6eo4LbA,,,,gas,"135,000",,clean,automatic,,
INFINITI G35X 2008,"$11,999",delta/surrey/langley,https://www.craigslist.org/view/d/vancouver-infiniti-g35x-2008/3V66pMpxcJJACJZeyBmvsd,,,,gas,"135,000",,clean,automatic,,
INFINITI G35X 2008,"$12,000",delta/surrey/langley,https://www.craigslist.org/view/d/vancouver-infiniti-g35x-2008/kEDFRmXbYmBX3umJtBY7va,,,,gas,"125,000",,clean,automatic,,
INFINITI G35X 2008,"$11,999",delta/surrey/langley,https://www.craigslist.org/view/d/vancouver-infiniti-g35x-2008/56uA4x95RRFNi7j2mn53dX,,,,gas,"125,000",,clean,automatic,,
2008 INFINITI G35X,"$12,000",delta/surrey/langley,https://www.craigslist.org/view/d/vancouver-2008-infiniti-g35x/pc1L1YNzqq6rSv5iBHsJ5g,,,,gas,"125,000",,clean,automatic,,
Maserati GT v8 4200 clean title Ferrari Engine tax exempt - no fees,"$16,500",tricities/pitt/maple,https://www.craigslist.org/view/d/coquitlam-maserati-gt-clean-title/kezYLiy7QxgNLKx2w4QyVy,,,,gas,"70,000",,clean,other,,
2017 Jaguar F-Pace S,"$14,800",Richmond,https://www.craigslist.org/view/d/richmond-2017-jaguar-pace/5hUxyfpoFrvcofPxxBk8Af,like new,4 cylinders,4wd,gas,"163,000",white,clean,automatic,SUV,
AUTOART PORSCHE  CARRERA GT  DIE CAST MODEL1:18 Scale - IN THE BOX! On,$475,Vancouver,https://www.craigslist.org/view/d/vancouver-autoart-porsche-carrera-gt/7SxF8U2atYEtq4ByZ3bk4P,new,,,gas,121,,clean,manual,,
2007 Volvo S80 - Fully Loaded! - $9500,"$9,500",Richmond,https://www.craigslist.org/view/d/richmond-southwest-2007-volvo-s80-fully/xsQHr3QyYXYLfAB7QULE9U,excellent,,,gas,"98,200",,clean,automatic,,
3 Sunbeam Alpines / Tiger,"$4,200",Qualicum Beach,https://www.craigslist.org/view/d/qualicum-beach-sunbeam-alpines-tiger/sES8mcgNQ6FWwBMrKjZkQL,,,,gas,"12,345",,missing,manual,,
1992 Dodge Stealth   R/T,"$4,500",Qualicum Beach,https://www.craigslist.org/view/d/qualicum-beach-1992-dodge-stealth-t/utXFws5ppVbEY5Cs29cYXM,,,,gas,"242,000",,clean,manual,,
1997 Suzuki Sidekick 4x4,"$2,000",Vancouver,https://www.craigslist.org/view/d/vancouver-1997-suzuki-sidekick-4x4/dpvqTQziZzqQJDuCTcY6od,fair,4 cylinders,4wd,gas,"329,250",white,clean,automatic,SUV,
1990 Mercedes Benz SL 500,"$17,500",richmond,https://www.craigslist.org/view/d/richmond-southwest-1990-mercedes-benz/8VPQgHLb6NyGKamnFaCjsR,excellent,,,gas,"171,000",silver,clean,automatic,convertible,
2019 Ford Expedition Limited Stealth,"$45,500",richmond,https://www.craigslist.org/view/d/richmond-northeast-2019-ford-expedition/nALnv5iH97S43M6gxkDDaH,,,4wd,gas,"70,000",grey,clean,automatic,SUV,
Toyota Yaris 188k kms,"$4,950",Surrey,https://www.craigslist.org/view/d/surrey-toyota-yaris-188k-kms/dSdxDCgyjQX2TXNovXftLE,good,4 cylinders,fwd,gas,"187,000",white,clean,automatic,sedan,
1974 Toyota Corolla,"$22,250",richmond,https://www.craigslist.org/view/d/richmond-west-1974-toyota-corolla/d3cdx95FQnnWTsQ6xLcYKU,,,,gas,"41,000",,clean,automatic,sedan,
2019 Isuzu NRR 3 ton with possible job,"$33,000",Vancouver,https://www.craigslist.org/view/d/vancouver-2019-isuzu-nrr-ton-with/eDCpYZ4nZ8j5yTSMZDTEib,,,,diesel,"300,000",,clean,automatic,truck,
2012 BMW 328I Hardtop  Convertible 78K km only! NO ACCIDENTS,"$17,900",Richmond,https://www.craigslist.org/view/d/richmond-2012-bmw-328i-hardtop/hubfaZciFuJX9K4sQcKqM1,excellent,6 cylinders,,gas,"78,900",white,clean,automatic,convertible,WBADW3C56CE821777
2014 Ford F-350 Lariat Dually,"$27,950",Surrey,https://www.craigslist.org/view/d/burnaby-2014-ford-350-lariat-dually/dqJMQpzoSwHPVqdNa7DW16,good,8 cylinders,4wd,diesel,"266,504",white,clean,automatic,truck,
1996 Dodge Caravan V3.0L,$700,vancouver,https://www.craigslist.org/view/d/vancouver-1996-dodge-caravan-v30l/pzGRVZmxNMExCNnRm9M6ps,good,6 cylinders,fwd,gas,"192,179",brown,clean,automatic,minivan,
"2005 Volkswagen Jetta GLS 2.0L with 167,564 km","$7,000",Burnaby,https://www.craigslist.org/view/d/burnaby-2005-volkswagen-jetta-gls-20l/7NTYjijqhN4PM4br4knYdd,excellent,4 cylinders,fwd,gas,"167,564",black,clean,automatic,sedan,
2009 Nissan Rogue,"$2,500",Vancouver,https://www.craigslist.org/view/d/vancouver-2009-nissan-rogue/6qiSwhTAnS5gvDQpj6eYQv,good,4 cylinders,4wd,gas,"260,000",grey,clean,automatic,SUV,
*2006 FORD E450 17FT HIGH CUBE BOX DIESEL LOW MILEAGE,"$15,000",Vancouver,https://www.craigslist.org/view/d/vancouver-2006-ford-e450-17ft-high-cube/fPuBAmEMNHJMziwirxwTbV,excellent,,,diesel,"207,000",white,clean,automatic,truck,
2000 GMC T8500 EXC CONDITION,"$22,000",Burnaby,https://www.craigslist.org/view/d/vancouver-2000-gmc-t8500-exc-condition/4iHxv3S5Fr3JwAtsv7aFFW,like new,6 cylinders,,diesel,"250,000",red,clean,automatic,truck,1GDL7C1CXYJ522946
1998 VW GTI 5-spd 2.0L hatchback w/ power sunroof,"$5,900",north vancouver,https://www.craigslist.org/view/d/north-vancouver-1998-vw-gti-spd-20l/rqMa7by3bTc8JaCfmP7gLG,good,4 cylinders,fwd,gas,"311,000",black,clean,manual,hatchback,
TRUCKS FOR SALE LOW KMS PRIVATE SALE OPEN TO OFFERS,$1,Burnaby,https://www.craigslist.org/view/d/vancouver-trucks-for-sale-low-kms/ccWK6U3j6tgtQ7xwejCWCt,excellent,,,diesel,"230,000",white,clean,automatic,truck,
TRUCKS FOR SALE LOW KMS PRIVATE SALE OPEN TO OFFERS,"$22,000",Burnaby,https://www.craigslist.org/view/d/vancouver-trucks-for-sale-low-kms/dRLw3RDEVnQF5ZEWDSCvRt,excellent,,,diesel,"230,000",white,clean,automatic,truck,
*2000 GMC T7500 26FT PWR TAILGATE LOW KMS*,"$22,000",Burnaby,https://www.craigslist.org/view/d/vancouver-2000-gmc-ft-pwr-tailgate-low/2Z66Aq94vm68vMvZ2N5jUo,excellent,other,,diesel,"207,000",white,clean,automatic,truck,
2002 FORD E350 SUPER DUTY,"$12,000",Vancouver,https://www.craigslist.org/view/d/vancouver-2002-ford-e350-super-duty/iTM6shPoDR2AEjh6CLcNWL,good,,,gas,"358,000",white,clean,automatic,truck,
1962 gmc stepside,"$7,500",Surrey,https://www.craigslist.org/view/d/surrey-inner-northwest-1962-gmc-stepside/vaEypV33JdejAs1rhmiVrF,good,,rwd,gas,"123,456",,clean,other,pickup,
2005 long wb montana with 100% solid body & rear wheelchair ramp,"$4,500",surrey,https://www.craigslist.org/view/d/surrey-inner-northwest-2005-long-wb/bosmwuADTzPZ5y4YVKomMR,good,6 cylinders,rwd,gas,"123,456",white,clean,automatic,van,
2005 Infiniti FX45,"$5,000",Kerrisdale,https://www.craigslist.org/view/d/vancouver-2005-infiniti-fx45/hpX1XWnCm1uUpoC7DT2dMx,excellent,8 cylinders,4wd,gas,"265,000",brown,clean,automatic,SUV,
2006 Acura TL Premium,"$1,500",Marine Drive,https://www.craigslist.org/view/d/vancouver-2006-acura-tl-premium/qYGGahMr31aJddjcZ3QuKM,excellent,6 cylinders,fwd,gas,"330,000",silver,clean,automatic,sedan,
2004 TSX 6 Speed Manual,"$8,999",Vancouver,https://www.craigslist.org/view/d/vancouver-2004-tsx-speed-manual/rke5xPDKitRc9gCoXWoWng,excellent,4 cylinders,fwd,gas,"244,000",silver,clean,manual,sedan,
2009 Infiniti FX50S Rare SUV with low kms,"$11,800",Central Richmond/Brighouse Station,https://www.craigslist.org/view/d/richmond-2009-infiniti-fx50s-rare-suv/mKoyGKdzg24WD1jA7fJdzd,like new,,,gas,"92,000",,rebuilt,automatic,SUV,
Corvette Convertible 50th Anniversary 2003,"$35,000",delta/surrey/langley,https://www.craigslist.org/view/d/surrey-south-corvette-convertible-50th/ham1z2fu4rKYdm1WaniNjy,like new,,,gas,"35,994",white,clean,automatic,convertible,
WTB 2005  to 2006 Silverado SS RWD Pickup,$0,bby,https://www.craigslist.org/view/d/burnaby-wtb-2005-to-2006-silverado-ss/8kpRdkTtGz9oKdwNyn4nu5,new,,,gas,"100,000",,clean,automatic,,
W.T.B. 2005 -2006 silverado ss intimidator,"$123,456",bby,https://www.craigslist.org/view/d/burnaby-wtb-silverado-ss-intimidator/c9Gm64QXVgbpWgZLvw6p7M,,,,gas,1,,clean,automatic,,
1988 mustang gt 5.0 convertible,"$20,850",Vancouver,https://www.craigslist.org/view/d/vancouver-1988-mustang-gt-50-convertible/9DZGbSkVe6pqbqsUMGu57G,excellent,8 cylinders,,gas,"193,000",blue,clean,manual,convertible,
2008 Lexus LS600h UI Trim,"$16,000",Surrey,https://www.craigslist.org/view/d/surrey-east-2008-lexus-ls600h-ui-trim/8DCTRaa7DMTPZyT9HBJLT3,excellent,8 cylinders,4wd,hybrid,"109,000",white,clean,automatic,sedan,
1999 Dodge 24V Cummins DIESEL 2WD.. 379kms. w.40k on Tranny!!!,"$8,000","Duncan,B.C.",https://www.craigslist.org/view/d/duncan-1999-dodge-24v-cummins-diesel/kp582UDhboJxXKmLEMB6AV,good,6 cylinders,rwd,diesel,"379,000",white,clean,automatic,truck,
